"","Area","Item","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010","Y2011","Y2012","Y2013","Y2014","Y2015","Y2016","Y2017","Y2018","Y2019","Y2020"
"1370","Puerto Rico","Cereals, Total",450,355,265,415,424,454,500,484,469,454,266,204,141,84,59,306,150,130,195,158,173
"1371","Puerto Rico","Citrus Fruit, Total",28183,18728,19058,18710,22905,23558,23750,23911,21148,20554,18576,17601,16604,15700,11950,14320,13989,14304,14105,13856,13564
"1372","Puerto Rico","Eggs Primary",8878,9376,11998,10707,11443,11198,11200,11500,13741,13771,11700,10000,10000,10000,12287,14360,12216,11757,12777,12250,12261
"1373","Puerto Rico","Fruit Primary",224193,208581,214400,234101,250944,194836,195970,200271,203171,202617,198877,199646,200101,201305,189020,222444,207078,203895,208383,207820,208542
"1374","Puerto Rico","Meat, Total",84589,74543,74552,66333,74421,70294,70979,73737,73872,73286,75263,78088,66816,60604,52688,49783,48349,49837,47382,44512,41763
"1375","Puerto Rico","Milk, Total",378989,388715,371450,361082,349615,338608,350062,350134,350073,349192,378063,380063,382063,385063,390063,341839,338014,339970,340864,340548,340232
"1376","Puerto Rico","Pulses, Total",569,447,623,368,204,230,240,250,233,219,190,179,168,160,143,250,185,193,209,195,199
"1377","Puerto Rico","Roots and Tubers, Total",10052,8540,9534,10574,12062,10774,10930,11250,10518,10054,9274,8799,8720,8262,5749,6216,6742,6235,6476,6537,6541
"1378","Puerto Rico","Vegetables Primary",39739,39421,36156,43190,43462,43370,42648,43642,41344,40355,38928,38123,37514,37974,37496,41414,39093,39715,39783,39586,39838
"1379","Qatar","Cereals, Total",7215,6584,6467,7083,5490,7094,6740,5002,3150,2220,2665,1700,1908,2259,2455,1801,1377,1374,2308,1011,1803
"1380","Qatar","Citrus Fruit, Total",800,880,1023,1217,1230,1130,1051,967,800,500,355,283,225,212,200,372,556,522,166,445,206
"1381","Qatar","Eggs Primary",2700,3249,5115,3339,3882,4142,3100,2890,2890,4270,4532,4969,4309,4500,4338,4522,5000,6000,8000,8000,9129
"1382","Qatar","Fruit Primary",23143,18118,19855,20832,21688,22841,24080,24202,24092,25003,24634,22543,23533,33807,29118,28890,30533,29876,32170,28896,29144
"1383","Qatar","Meat, Total",12453,13855,15879,14013,12725,15531,16524,17120,19143,20536,20742,22008,23300,22160,24024,27214,31987,31974,41953,40540,42532
"1384","Qatar","Milk, Total",35914,25658,29262,23057,23397,17786,18131,23724,21812,27753,28101,23693,25312,27194,28381,40686,44165,47188,50620,51829,51614
"1385","Qatar","Roots and Tubers, Total",26,16,15,16,16,19,31,44,40,33,46,18,24,28,29,69,69,104,17,87,206
"1386","Qatar","Vegetables Primary",50980,31293,29222,15990,18494,18391,33791,47635,38773,34866,41347,34858,32334,33221,38029,34955,31736,36920,52002,62299,71035
"1387","Republic of Korea","Cereals, Total",7435175,7746435,6990361,6400167,7014673,6721823,6541077,6235335,6752447,6757669,6020703,5825776,5604304,5810451,5852499,5976258,5831046,5487932,5418632,5272879,4945284
"1388","Republic of Korea","Citrus Fruit, Total",564570,645831,643625,633029,585453,639061,621392,778647,637513,728395,615886,645731,693286,656384,723425,640992,610932,598394,622254,630885,659959
"1389","Republic of Korea","Eggs Primary",500128,552739,561633,563000,534000,542862,566399,573785,597050,633500,620290,621159,629273,644386,657279,756712,747718,747000,788500,767228,766528
"1390","Republic of Korea","Fruit Primary",3881009,3919907,3828884,3531063,3710644,3928188,3716048,3915715,4021916,3791094,3619784,3074895,3407716,3284859,3762503,3364122,3316253,3249735,2961577,3077091,2765000
"1391","Republic of Korea","Meat, Total",1648947,1591947,1661729,1776278,1587723,1639927,1771906,1840099,1874156,1965204,2017084,1808979,2101088,2312265,2333092,2416309,2437210,2404999,2529339,2607165,2743386
"1392","Republic of Korea","Milk, Total",2263379,2349132,2547578,2377282,2266778,2240502,2195732,2199783,2209975,2231770,2082564,1898669,2120306,2102359,2221982,2176762,2079390,2069225,1835069,1817932,1806012
"1393","Republic of Korea","Pulses, Total",21034,21899,19774,15925,17208,15420,13466,14048,14226,15855,13948,12487,13792,18794,19321,15583,15277,15528,16678,19817,17757
"1394","Republic of Korea","Roots and Tubers, Total",1049504,876725,982876,767134,987836,1176741,916927,926665,933943,941714,915637,877486,950202,1056954,912603,832393,896895,791715,853369,998464,883121
"1395","Republic of Korea","Treenuts, Total",107015,108513,85689,73756,88084,92423,97295,95016,92161,95879,90646,82693,77028,81505,79162,75250,73277,73528,75254,74790,73927
"1396","Republic of Korea","Vegetables Primary",10976955,11166170,9769524,10054789,10774702,9863805,10310213,9770339,10190592,10194224,9297828,10387881,9314493,9556057,10447248,9250321,9093895,9619230,10177578,9664499,9476881
"1397","Republic of Moldova","Cereals, Total",1905097,2550044,2539059,2000680,2942574,2771711,2222357,1825348,3132303,2149173,2386009,2466400,2055650,2654337,2886891,2183323,2954175,3285836,3421119,3498682,1478349
"1398","Republic of Moldova","Eggs Primary",32124,34630,37580,34714,37430,42650,42835,39435,31510,35898,40298,39346,34839,34845,36132,35229,35400,35590,37916,37806,34550
"1399","Republic of Moldova","Fruit Primary",983066,852352,982619,1348048,1154921,939745,876522,911690,1062121,1085129,895853,1043352,930164,1073901,1125049,1127640,1264108,1378913,1650131,1529007,1141221
"1400","Republic of Moldova","Meat, Total",87524,82121,85739,84398,85173,86669,97324,109433,78431,90974,111205,118254,116068,118910,119037,131106,138173,117941,122363,118825,129711
"1401","Republic of Moldova","Milk, Total",573326,579483,604323,593080,627676,658570,627491,603906,543388,574673,591176,560025,524603,526933,524710,519734,504283,485217,412401,367323,329694
"1402","Republic of Moldova","Pulses, Total",29495,77600,48164,30245,51086,64500,65012,13735,35825,26403,36125,31816,17179,24702,32622,25246,40972,69573,46670,51115,29239
"1403","Republic of Moldova","Roots and Tubers, Total",329972,384827,325196,302800,317677,378223,376955,199372,271039,260897,279650,350822,182033,239464,268018,158222,213975,197020,174774,176850,171899
"1404","Republic of Moldova","Sugar Crops Primary",943463,1084955,1129380,656800,911264,991197,1177305,612298,960712,337442,837624,588634,587019,1009038,1356233,537545,664796,876277,707137,606994,423235
"1405","Republic of Moldova","Treenuts, Total",8678,10344,16198,20108,19879,15169,12534,11758,15379,11229,12983,15616,10662,14488,14715,12465,15421,20061,19769,19260,16208
"1406","Republic of Moldova","Vegetables Primary",365889,450333,398697,362979,317163,391322,477209,224019,378431,309885,342989,363540,234541,292094,326907,215546,290180,306815,279358,303014,222946
"1407","Romania","Cereals, Total",10477506,18870926,14356504,12964404,24399681,19347775,15759324,7814825,16826441,14872952,16712883,20842160,12824138,20897076,22070736,19332821,21764816,27138884,31552790,30411970,19373760
"1408","Romania","Eggs Primary",285550,300050,321600,332050,369050,365500,371450,326132,333153,310561,309960,316372,319878,319389,331818,327767,309120,299817,285656,278203,260521
"1409","Romania","Fruit Primary",3114656,3010786,2659946,3902558,3743014,2811004,3014465,2353059,2717304,2939148,2799582,2980713,2409294,2905373,2595449,2506589,2431144,2642681,3449840,2898050,2953850
"1410","Romania","Meat, Total",992867,956619,1042881,1146258,928169,1001905,944267,1015881,969356,1082093,1016227,1006873,997813,903348,1053572,1091213,1134370,1133480,1043767,1040134,1023004
"1411","Romania","Milk, Total",4622059,4780453,4982338,5216849,5504100,5552200,5964148,5665956,5540269,5282515,4616199,4726648,4551522,4613635,4803315,4676627,4585750,4439226,4443300,4339600,4362500
"1412","Romania","Pulses, Total",36929,61207,55318,60645,112331,80913,71574,36185,62466,52918,61344,76830,62934,74214,71363,75788,99312,301680,191480,236430,121680
"1413","Romania","Roots and Tubers, Total",3469805,3997057,4077633,3947177,4230210,3738594,4015899,3712410,3649020,4003980,3283866,4076570,2465150,3289722,3519329,2699684,2689733,3116912,3022760,2626790,2698500
"1414","Romania","Sugar Crops Primary",666870,875485,954630,764475,672723,729658,1152200,748839,706660,816814,837895,660497,719788,1029209,1398570,1040827,1012186,1174502,978270,917160,778300
"1415","Romania","Treenuts, Total",31537,33976,37557,50854,15671,47889,38493,25528,32309,38375,34402,35156,30646,31899,31734,33851,34730,46267,55050,49850,49980
"1416","Romania","Vegetables Primary",2795501,3242497,3235906,3651114,3931234,2940228,3499271,2710476,3269432,3258908,3213871,3545963,2996812,3343822,3288155,3184271,2897790,3101678,2025580,1853290,1798720
"1417","Russian Federation","Cereals, Total",64242691,83303483,84730327,65335462,75986000,76192100,76494549,80207513,106417890,95615476,59619074,91780914,68753479,90364971,103135895,102444492,117753222,131294322,109838123,117876704,130037708
"1418","Russian Federation","Eggs Primary",1902900,1970800,2032500,2044500,2005000,2065400,2117800,2142580,2135007,2210184,2274000,2305300,2365100,2316560,2349060,2388320,2443546,2518746,2518999,2515335,2518555
"1419","Russian Federation","Fruit Primary",3972769,3734629,4415306,4387978,4836885,4663054,4167495,5211282,4040300,4474410,3615250,4491222,4373100,4787762,4936705,5028586,5529282,5059783,5914576,5943649,5906985
"1420","Russian Federation","Meat, Total",4453444,4474201,4738729,4999521,5039206,4980500,5318552,5705166,6268059,6719455,7166806,7519463,8090317,8544195,9070305,9565187,9853340,10319002,10629377,10866307,11222020
"1421","Russian Federation","Milk, Total",32276188,32904906,33503853,33372981,32173101,31147165,31436278,32175485,32357493,32565282,31841363,31639542,31749771,30523236,30785191,30791016,29781986,30179241,30605996,31354194,32219165
"1422","Russian Federation","Pulses, Total",1181106,1776134,1738952,1640310,1862970,1619949,1753639,1287078,1794132,1529021,1370634,2452707,2173538,2037343,2195613,2356941,2939859,4262029,3435630,3344226,3446725
"1423","Russian Federation","Roots and Tubers, Total",29464801,29498810,26922502,29358474,27876247,28136991,28259734,27195248,28846360,31133958,21140539,32681467,29532530,30199126,31501354,33645799,22463487,21707645,22394960,22074874,19607361
"1424","Russian Federation","Sugar Crops Primary",14050869,14552677,15658832,19355316,21809390,21275534,30672874,28836189,28995280,24892024,22255939,47643272,45056852,39321161,33513369,39030505,51324953,51913442,42065957,54350115,33915086
"1425","Russian Federation","Treenuts, Total",15000,19000,12000,13000,25000,11000,5020,11803,7930,9460,9430,10066,10849,12816,15162,16351,20815,17832,20044,19686,20627
"1426","Russian Federation","Vegetables Primary",10467960,10763089,10046969,11196698,10919375,11821789,11925062,11514902,12966660,13407551,12131791,14700764,14631102,14698095,15465774,16120150,13190558,13628739,13716321,14152745,13950679
"1427","Rwanda","Cereals, Total",239705,284708,308447,297669,318944,413314,370523,356306,403986,554209,673906,771584,815512,931662,809148,613825,663617,634848,711287,733170,753504
"1428","Rwanda","Citrus Fruit, Total",500,700,900,1100,1200,2400,2800,3200,3736,13803,15000,12071,17600,12350,10831,10953,10252,7800,8451,11696,11579
"1429","Rwanda","Eggs Primary",2200,2300,2400,2500,2600,2650,2500,2600,2800,2850,2900,2900,3000,3060,6973,7347,7475,7500,7800,7800,7700
"1430","Rwanda","Fruit Primary",2299250,1876564,2882770,2510580,2576274,2703982,2769126,2805256,2746140,3161272,2169601,2322285,2730183,3021236,1961841,2018842,2047284,2621543,1919338,2030497,2176865
"1431","Rwanda","Meat, Total",37087,40286,42838,47395,50959,52706,57447,60713,67255,68784,84581,87604,91128,95706,101315,112556,109311,111200,109163,109506,109211
"1432","Rwanda","Milk, Total",146425,161785,154934,159506,180234,182005,214488,222935,222211,224372,252906,254076,255892,269363,225970,255250,239297,240454,249638,252479,253439
"1433","Rwanda","Pulses, Total",230689,258450,262933,257091,214983,218502,301030,348656,329689,360332,365496,365075,459412,466114,435535,451036,454487,468241,500583,499651,452689
"1434","Rwanda","Roots and Tubers, Total",2908055,3077409,3493214,3118641,2893183,3129232,2956132,2724696,2814663,3064605,3813303,4201589,4485985,4442112,2681616,2747826,2824692,3232158,3450781,3635648,3664006
"1435","Rwanda","Sugar Crops Primary",40000,40000,45000,50000,60000,58665,58011,97010,63000,100663,115304,95908,96825,98665,101080,102578,93823,104434,113266,109557,111886
"1436","Rwanda","Vegetables Primary",280675,293700,309615,325479,350479,373743,399799,424354,449962,653633,648720,641645,657043,626813,600750,577952,547712,585673,655333,659822,661274
"1437","Saint Kitts and Nevis","Eggs Primary",210,220,240,230,225,220,196,199,201,234,241,268,270,275,280,286,271,200,200,147,207
"1438","Saint Kitts and Nevis","Fruit Primary",1575,1645,1633,1705,1800,1828,1879,1910,1883,1985,1871,1929,2087,2131,1969,1869,1981,2060,2056,2030,1990
"1439","Saint Kitts and Nevis","Meat, Total",504,539,543,540,521,497,370,407,445,405,400,397,252,195,203,215,204,145,145,112,105
"1440","Saint Kitts and Nevis","Pulses, Total",220,219,226,225,215,200,210,220,225,230,225,220,230,230,231,232,232,233,233,233,234
"1441","Saint Kitts and Nevis","Roots and Tubers, Total",776,763,772,756,750,735,754,784,957,968,798,910,888,848,864,709,693,709,673,821,692
"1442","Saint Kitts and Nevis","Vegetables Primary",602,630,680,738,707,655,654,729,856,784,775,900,898,911,878,816,621,778,792,828,687
"1443","Saint Lucia","Citrus Fruit, Total",4377,4050,3875,2880,2364,1896,1880,2182,2061,2102,1955,1841,1569,1732,1752,1507,1377,1048,1512,1401,969
"1444","Saint Lucia","Eggs Primary",516,516,482,770,800,1100,1050,1100,1200,1200,733,734,712,690,790,755,752,746,1022,952,624
"1445","Saint Lucia","Fruit Primary",78935,60632,75349,59212,55107,41379,45805,41721,53905,49734,31729,32698,24278,28300,29714,28792,27378,29479,31924,29232,21821
"1446","Saint Lucia","Meat, Total",2149,2093,2777,2894,2926,2914,2887,3153,2939,2929,2846,2820,2773,2504,2583,2680,2669,2605,2536,2725,2790
"1447","Saint Lucia","Milk, Total",800,1000,1000,996,1008,1009,1027,1050,1040,1100,1041,1150,1200,1250,1044,1041,1036,1030,1033,1032,1032
"1448","Saint Lucia","Pulses, Total",49,49,50,50,50,51,51,50,51,51,50,50,55,53,51,51,51,51,51,51,51
"1449","Saint Lucia","Roots and Tubers, Total",8147,7588,6403,5247,4757,4398,3591,3894,4256,4168,4338,4532,5021,4954,4641,4746,4657,4833,5436,4297,4347
"1450","Saint Lucia","Vegetables Primary",1015,1026,1037,1050,2314,2205,2571,2774,2913,2948,2976,3075,2990,3121,3194,3278,3310,3435,3526,3161,3179
"1451","Saint Vincent and the Grenadines","Cereals, Total",600,500,520,593,650,620,950,670,700,670,582,691,854,575,857,775,866,1129,1030,900,848
"1452","Saint Vincent and the Grenadines","Citrus Fruit, Total",2160,2450,2840,3145,3185,3327,3210,3430,3400,3550,1892,2422,2481,2348,2358,2191,2130,2187,2320,2428,1769
"1453","Saint Vincent and the Grenadines","Eggs Primary",450,530,550,600,625,750,630,650,680,700,550,480,620,630,610,576,616,662,567,602,588
"1454","Saint Vincent and the Grenadines","Fruit Primary",52508,54310,57060,59500,53216,63197,63335,64660,65990,67637,68031,71364,70802,68937,74665,73710,71560,72505,74451,75118,77252
"1455","Saint Vincent and the Grenadines","Meat, Total",1291,1286,1220,1094,1084,1075,1115,1237,1302,1355,1303,1178,1086,1140,1172,1195,1204,1154,1152,1131,1120
"1456","Saint Vincent and the Grenadines","Milk, Total",1370,1400,1450,1200,1200,1100,1250,1300,1300,1350,1271,1400,1205,1450,1029,977,927,997,983,970,985
"1457","Saint Vincent and the Grenadines","Pulses, Total",521,540,545,550,500,520,520,530,540,559,750,821,848,901,795,850,806,924,960,925,1024
"1458","Saint Vincent and the Grenadines","Roots and Tubers, Total",11099,11856,12400,12341,13745,14520,15876,16770,14775,15380,14180,15958,15663,16306,16145,15606,14748,14608,14591,14403,13898
"1459","Saint Vincent and the Grenadines","Vegetables Primary",4375,5010,5355,6162,6435,6480,6325,6365,6250,6770,6442,6236,3967,4241,4500,4057,4095,5012,5197,5494,5056
"1460","Samoa","Citrus Fruit, Total",648,664,663,675,679,683,686,690,691,693,695,696,700,699,699,714,717,716,717,720,722
"1461","Samoa","Eggs Primary",265,290,310,299,320,330,340,350,350,360,365,365,386,396,384,319,366,425,370,387,394
"1462","Samoa","Fruit Primary",42301,43142,45230,45459,46134,47289,45657,46823,47384,48507,47513,47589,46611,46708,46241,44969,45064,45740,45943,46185,46538
"1463","Samoa","Meat, Total",4911,5301,5280,5088,5096,5112,5042,4697,4557,4153,4636,4703,4713,4620,4504,4515,3981,3558,3672,2073,2937
"1464","Samoa","Milk, Total",1500,1301,1301,1329,1356,1357,1358,1359,1360,1583,1500,1480,1485,1485,1817,1971,1811,1777,1912,1575,1799
"1465","Samoa","Roots and Tubers, Total",20814,20973,22930,23418,23054,22578,23452,26228,24747,26568,28508,30659,32785,34742,36059,38904,34461,31870,29698,18915,27749
"1466","Samoa","Sugar Crops Primary",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"1467","Samoa","Vegetables Primary",920,1021,1060,1074,1094,1113,1133,1155,1171,1189,1204,1220,1230,1247,1266,1280,1292,1315,1327,1312,1318
"1468","Sao Tome and Principe","Cereals, Total",2230,2500,2550,2600,2650,2758,2700,3000,2800,2000,1561,1085,917,776,830,823,768,576,941,1098,681
"1469","Sao Tome and Principe","Eggs Primary",385,402,420,438,455,472,490,490,525,578,581,584,600,615,619,439,154,156,225,178,186
"1470","Sao Tome and Principe","Fruit Primary",28200,29500,29308,28700,28400,31980,34848,35268,36169,36950,40600,44425,44946,45964,35627,22906,50479,53250,51392,50895,50601
"1471","Sao Tome and Principe","Meat, Total",808,845,905,962,949,967,966,1047,1098,1188,1224,890,915,948,1115,1209,1347,1544,1373,1348,1343
"1472","Sao Tome and Principe","Milk, Total",1140,1169,1154,1168,1070,1182,831,1196,662,624,529,441,456,484,501,472,548,552,561,555,557
"1473","Sao Tome and Principe","Roots and Tubers, Total",33234,34385,35357,35400,35593,35900,31466,27397,24310,21170,17554,13785,12399,11565,10278,9577,13810,14214,13964,13695,12953
"1474","Sao Tome and Principe","Vegetables Primary",3422,3143,3071,2834,1471,1397,1330,1273,1225,1188,1163,1065,1145,1230,1766,1228,3884,3613,4113,3787,3691
"1475","Saudi Arabia","Cereals, Total",2167394,2591615,2852747,2948817,3189319,3006637,3042777,2960073,2431704,1585994,1565155,1414016,1084597,881553,1568940,1616813,1507153,1493943,1280769,1262801,1180993
"1476","Saudi Arabia","Citrus Fruit, Total",124690,137258,140206,150640,172440,175047,160129,169093,150387,143685,105317,106292,108014,99019,44675,37733,41263,40068,79453,53194,58530
"1477","Saudi Arabia","Eggs Primary",128477,138000,138400,137400,145311,169548,158050,170600,169995,190997,219283,217996,220200,237000,255200,275000,280000,283000,344824,348853,351046
"1478","Saudi Arabia","Fruit Primary",1569073,1673376,1734070,1846990,2047915,2161661,2149654,2183771,2215993,2168112,2155020,2244607,2240151,2319965,1676214,2051296,2223631,2370735,2368205,2686093,2913925
"1479","Saudi Arabia","Meat, Total",643340,665660,626370,630625,646540,706670,712764,730924,722924,737184,760984,681844,672681,797617,773662,808633,862522,917846,980355,1075694,1188862
"1480","Saudi Arabia","Milk, Total",952500,1003500,1092500,1125735,1154507,1295517,1309345,1368452,1610593,1721877,1827472,1919744,1957422,2366423,2377509,2398101,2421285,2444486,2360234,2682138,2911179
"1481","Saudi Arabia","Pulses, Total",8000,8200,8465,8732,9005,9409,10019,10071,10473,11022,11623,12285,13000,14000,14947,14473,14794,14738,14669,14734,14714
"1482","Saudi Arabia","Roots and Tubers, Total",380579,315891,315008,317939,387340,440974,468596,463000,446953,444138,398993,404679,405680,390259,429254,459186,466402,476418,425250,472127,561301
"1483","Saudi Arabia","Vegetables Primary",1166071,1328055,1329809,1382899,1444107,1392971,1355895,1320564,1411822,1399971,1271985,1281482,1292036,1296039,678809,648299,664457,659753,699228,818036,1052171
"1484","Senegal","Cereals, Total",1025921,1022611,785396,1451891,1053583,1432831,988315,772239,1739656,1831567,1767822,1099275,1499757,1270937,1251248,2152246,1786622,2516465,2889218,2768798,3640545
"1485","Senegal","Citrus Fruit, Total",31000,27950,29435,32850,24350,35500,38600,40000,30000,40000,40000,50000,45000,40000,50000,50000,48104,50000,45000,48500,56800
"1486","Senegal","Eggs Primary",10440,14732,16994,17748,19720,20242,21518,24244,36598,26622,23600,24936,27384,25648,27217,28229,29488,35950,36800,41450,41500
"1487","Senegal","Fruit Primary",241863,279994,370120,570553,411293,387487,399822,301179,518309,400057,436900,377537,422132,388937,515842,552375,495504,585608,1452513,1486624,2008315
"1488","Senegal","Meat, Total",114415,120051,117266,115921,117186,128329,136324,132487,148944,156386,166704,187232,206246,218787,219509,229645,240973,263378,273158,284716,287651
"1489","Senegal","Milk, Total",122559,125731,104989,114190,118099,120085,124229,141954,150789,172215,181262,184836,214643,211404,218252,234095,244729,244535,250535,251229,247154
"1490","Senegal","Pulses, Total",47429,31856,12939,34837,12114,93004,53120,60122,126467,86671,48997,28197,55186,40741,64188,82983,100011,108761,152857,184232,253994
"1491","Senegal","Roots and Tubers, Total",180035,187595,156472,214846,435215,314500,164325,356312,963691,340533,266236,207979,234469,203031,353194,561801,746761,916043,1284521,1337516,1679536
"1492","Senegal","Sugar Crops Primary",850000,840109,819713,829604,828533,829000,829500,836000,836000,836000,899000,930000,951000,941000,992000,1151000,1205000,1355000,1378000,1379000,1389150
"1493","Senegal","Treenuts, Total",9360,6393,6906,7458,7805,7970,8106,7600,7750,8500,9300,10000,10150,10713,11105,11875,13529,13369,12271,12141,12307
"1494","Senegal","Vegetables Primary",259124,272481,252225,244694,302789,290591,367947,479015,342455,446650,509147,525036,503703,538656,618897,741852,776169,841907,970539,1000323,1000629
"1495","Seychelles","Citrus Fruit, Total",60,62,64,66,68,71,74,76,79,82,85,85,89,93,95,97,98,96,97,97,97
"1496","Seychelles","Eggs Primary",2182,2037,1932,1692,1452,1212,880,1069,1199,1283,1147,1340,1207,1122,1302,1406,1759,864,1344,1323,1177
"1497","Seychelles","Fruit Primary",2543,2536,2596,2366,2850,2548,2629,2673,2625,2554,2552,2643,2861,2911,2934,2977,2933,2958,2960,2955,2964
"1498","Seychelles","Meat, Total",1764,1319,1322,1497,1223,1255,1308,1437,1317,1093,1245,1422,872,778,811,992,980,1124,995,1056,980
"1499","Seychelles","Milk, Total",292,255,310,280,250,179,155,149,152,150,145,65,87,100,90,85,80,85,100,100,101
"1500","Seychelles","Roots and Tubers, Total",185,187,188,188,191,203,202,189,201,202,188,223,250,220,219,226,230,231,229,230,230
"1501","Seychelles","Vegetables Primary",1964,1995,2011,2039,2067,2085,2051,2170,2301,2434,2578,2789,2900,2919,2940,3070,2976,2996,3014,2996,3001
"1502","Sierra Leone","Cereals, Total",222472,334600,466479,496093,614202,824691,1158933,656252,758302,976873,1144650,1257898,1258511,1374084,1304449,987060,984599,1025442,1038738,1084057,1170307
"1503","Sierra Leone","Citrus Fruit, Total",80527,81991,83615,85000,87000,90000,92000,94000,95000,98000,99205,100662,102000,103055,104832,107058,108871,106920,107616,107802,107446
"1504","Sierra Leone","Eggs Primary",5256,3510,2474,2984,3606,4336,5518,6670,8021,10425,11289,12356,12367,11248,12010,11392,11371,11810,11524,11568,11634
"1505","Sierra Leone","Fruit Primary",170536,174991,182118,188500,2e+05,209725,215500,221600,225000,230857,237309,243887,251500,256799,262215,266544,270403,268571,269080,270051,269722
"1506","Sierra Leone","Meat, Total",16688,9629,10551,14789,17366,20919,24056,26177,30458,36511,39006,40939,42682,44920,46116,44418,43569,42384,42620,45889,46923
"1507","Sierra Leone","Milk, Total",55208,44130,44136,48299,55238,73289,102489,91761,106230,131769,148510,162473,165286,165309,166727,155375,146415,139820,143588,147459,150551
"1508","Sierra Leone","Pulses, Total",42920,42150,50400,58650,62940,67180,69400,73440,75660,79180,70400,74250,77550,78200,79523,82888,80203,80871,84122,81757,82254
"1509","Sierra Leone","Roots and Tubers, Total",344831,427620,510500,1915113,1972663,1223307,1564644,2006837,2104539,2994295,3459033,3673553,3809001,4038764,3846186,3488394,3120457,2784579,2305790,1062985,1888184
"1510","Sierra Leone","Sugar Crops Primary",81000,69000,69000,69000,70000,70000,70000,70000,70000,70000,76000,77000,77000,77000,77847,78948,79719,80664,79648,80197,80764
"1511","Sierra Leone","Vegetables Primary",182000,213000,219000,235000,257800,264000,268000,273000,284000,290000,306136,320753,343500,349535,358034,353974,358806,356939,388523,377673,468497
"1512","Singapore","Eggs Primary",17200,17200,22863,24709,23909,21811,22455,23605,21465,21191,21580,24231,25335,27469,27173,26490,28334,32488,30504,32885,38152
"1513","Singapore","Fruit Primary",10,9,9,14,13,9,9,9,9,8,8,8,8,8,7,2,6,5,4,5,5
"1514","Singapore","Meat, Total",112645,115104,116641,110058,92349,101317,96353,107604,107294,108500,112907,116373,116732,118102,114974,103694,103288,117084,121656,122682,127579
"1515","Singapore","Roots and Tubers, Total",11,11,10,10,10,11,11,12,12,13,13,14,14,14,14,15,14,14,15,14,15
"1516","Singapore","Vegetables Primary",11700,12800,14000,16509,17771,18854,20700,19027,18967,19584,21926,22954,24055,24455,25419,25790,25201,25387,26785,27056,25569
"1517","Slovakia","Cereals, Total",2202543,3212188,3197881,2490571,3797352,3585251,2928803,2793485,4137019,3332824,2554376,3714041,3035810,3411961,4707656,3805712,4847544,3484061,4020160,4104050,4580900
"1518","Slovakia","Eggs Primary",62609,67632,68146,70792,67589,67366,76100,76907,75638,74807,74690,78846,74549,75662,69765,66897,72254,74450,74883,71510,46164
"1519","Slovakia","Fruit Primary",285962,216038,184436,222249,181998,182602,160307,137912,172123,154509,111370,138506,105928,112035,97986,107366,65757,88479,106500,89300,85120
"1520","Slovakia","Meat, Total",279374,255681,287425,308907,280436,260764,238107,227315,206114,188441,176539,152867,153761,146937,139050,126970,138115,145684,152396,155252,139915
"1521","Slovakia","Milk, Total",1091368,1169264,1218334,1161812,1097006,1118254,1108611,1091464,1074011,974342,934090,944208,944535,975751,950529,960181,968293,944921,917000,915710,929540
"1522","Slovakia","Pulses, Total",26478,30306,34104,27618,39629,35349,32710,23797,17819,15346,17975,18155,9969,9199,14684,27004,26502,26005,20020,20060,24830
"1523","Slovakia","Roots and Tubers, Total",418842,323303,484269,392426,381887,301169,263083,287667,245277,216123,125921,217252,165666,164458,178817,144625,177145,149705,169950,182420,166200
"1524","Slovakia","Sugar Crops Primary",961465,1286800,1346158,1171718,1598773,1734612,1370908,846500,678915,898807,977694,1160701,894455,1144605,1550218,1205450,1506939,1230793,1311970,1251670,1272970
"1525","Slovakia","Treenuts, Total",3000,4001,3356,3425,1225,1197,1177,1030,1125,1119,748,469,6,7,6,11,10,6,30,20,10
"1526","Slovakia","Vegetables Primary",389037,386531,311711,322648,335903,340115,343458,302766,330276,295913,268364,203729,90055,80979,107115,91873,115243,94062,98820,112910,106930
"1527","Slovenia","Cereals, Total",496964,499565,614326,402240,586833,579486,496875,535319,583181,536505,572622,611690,580413,461462,653111,628408,642479,551216,597050,642250,749470
"1528","Slovenia","Eggs Primary",22742,22900,22700,18200,14518,14330,14330,15801,19345,21529,21618,21425,22152,19362,21455,20419,23476,23217,23820,24779,23937
"1529","Slovenia","Fruit Primary",286923,204539,290859,228667,310970,253722,251651,262436,227234,233947,250281,247614,162637,210538,211090,255876,178800,182845,232100,174220,186100
"1530","Slovenia","Meat, Total",146978,163123,155196,173939,164372,154372,148189,153785,152314,141720,143044,134591,130160,120534,122761,121388,131908,137521,137375,139915,140429
"1531","Slovenia","Milk, Total",651014,655043,729739,663706,652289,660775,660845,644027,668354,655755,627822,603326,622604,596910,618526,632734,651396,649959,631230,625640,633200
"1532","Slovenia","Pulses, Total",616,663,1271,1267,1988,5740,10584,6047,4282,2131,2149,4365,1862,1070,1522,1895,2931,2709,2500,2530,2270
"1533","Slovenia","Roots and Tubers, Total",224371,192717,205254,137057,203936,181282,126646,148262,113081,120628,113149,105850,89959,72814,107140,107672,99049,93076,72920,65960,89080
