"","Area","Item","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010","Y2011","Y2012","Y2013","Y2014","Y2015","Y2016","Y2017","Y2018","Y2019","Y2020"
"1","Afghanistan","Cereals, Total",1940000,2108000,3737000,4381000,3560000,5425000,4638000,5786000,3950000,6514000,5957000,4681020,6379000,6520329,6748023,5808288,5532695,4894365,4134191,5583461,6025977
"2","Afghanistan","Citrus Fruit, Total",17794,17760,17721,21065,16931,15200,10284,8709,8100,6000,4000,8000,8000,9320,9930,8028,22049,20558,21811,37262,6776
"3","Afghanistan","Eggs Primary",15010,13100,16730,16371,17400,21824,14688,16858,16698,16778,16344,17210,18000,18000,18500,19833,19884,20000,19906,19930,19945
"4","Afghanistan","Fruit Primary",856631,894887,917769,969753,801156,936922,1241884,1276450,1244515,1459939,1360110,1274113,1352528,1346187,1715054,1831103,2597914,2870795,2290670,3112970,3459051
"5","Afghanistan","Meat, Total",320785,278743,304321,298619,322977,318615,272400,267240,294060,304340,328160,335664,330600,322110,311020,302780,295536,311953,312780,268273,312773
"6","Afghanistan","Milk, Total",1651327,1106152,1862800,1734386,1792274,1737674,1640689,1756000,1707200,1732000,1721000,1743000,1844700,1835200,2418764,2177252,2168253,2099287,2153910,2111786,2137132
"7","Afghanistan","Pulses, Total",47015,47329,47585,42100,42000,47642,42100,40505,51000,50000,53300,67000,69000,60000,60000,106651,81053,36304,41002,43645,43556
"8","Afghanistan","Roots and Tubers, Total",235000,235000,230000,350000,3e+05,3e+05,3e+05,300800,280000,302400,246000,205000,230000,302980,340257,327507,427917,513194,615684,921122,855395
"9","Afghanistan","Sugar Crops Primary",39000,39000,39000,61000,65000,41000,73000,86938,76276,139700,107600,107696,91564,104645,86412,50949,18946,35827,30784,45822,45324
"10","Afghanistan","Treenuts, Total",20800,23800,20574,20900,21945,23335,28350,44387,55833,56365,71463,78312,79831,57217,41885,32288,43487,38649,49461,57094,58414
"11","Afghanistan","Vegetables Primary",1108694,1093772,1083073,1065317,1070651,1243836,1037022,1040207,1009392,1022578,969763,762948,817744,790267,973722,1008465,1466532,922563,887174,1400926,1822632
"12","Albania","Cereals, Total",565800,502500,518800,488500,498800,511200,507500,493600,608500,630900,693800,701200,697400,702870,700370,695000,698430,701734,678196,666065,684023
"13","Albania","Citrus Fruit, Total",2600,2800,3400,4400,6262,6800,5600,6725,8640,10200,13505,15000,18860,19996,21357,29999,40339,41032,45500,46882,49201
"14","Albania","Eggs Primary",21490,24550,25050,27200,29500,27750,26850,27500,29970,30250,31500,31945,50759,47510,47807,52487,53150,51299,52333,54727,54444
"15","Albania","Fruit Primary",391651,453804,459800,426800,431002,455290,462908,516200,527548,565754,634378,663653,703600,692054,708365,765329,810483,805534,786761,809337,818946
"16","Albania","Meat, Total",67300,66673,71800,76203,80207,82109,91003,102790,88918,90221,91440,93340,93900,95734,87642,89289,91007,91384,97520,85104,79477
"17","Albania","Milk, Total",948007,984007,1010007,1059007,1064007,1076007,1102009,1016009,1040008,1045008,1070014,1101014,1105068,1131264,1133014,1131013,1146111,1156300,1144367,1112210,1052206
"18","Albania","Pulses, Total",27559,24376,26857,20101,24820,26093,26903,23103,24331,25577,26600,28093,30020,31000,32871,30800,27746,24056,27396,27658,25819
"19","Albania","Roots and Tubers, Total",161000,163700,163100,158200,159800,169300,162600,154900,190000,2e+05,208000,230100,233000,236700,240000,245000,238345,249804,254543,260661,254886
"20","Albania","Sugar Crops Primary",42000,38500,39200,40000,40000,40000,50000,40000,40000,40000,40000,40000,40000,40000,37554,35608,33947,32470,27485,30705,26964
"21","Albania","Treenuts, Total",8812,9070,9327,9584,9842,10099,10356,10613,10871,11513,10617,10700,12050,11631,15446,15646,14425,13946,13196,14200,14988
"22","Albania","Vegetables Primary",376537,378303,375500,441000,442400,451000,477588,449100,505930,509451,604559,671183,678876,686313,700303,748746,833020,856499,880666,951387,988507
"23","Algeria","Cereals, Total",934656,2659595,1953325,4266387,4033242,3527824,4018105,3602256,1536002,5253472,4211355,4247535,5137455,4912551,3435535,3761230,3445228,3478161,6066235,5633586,4393322
"24","Algeria","Citrus Fruit, Total",433015,470342,520025,560320,609507,627806,680735,689861,697768,844939,788607,1107299,1088382,1205401,1271556,1342559,1203777,1344839,1477996,1584063,1564915
"25","Algeria","Eggs Primary",101000,108000,160000,165000,180000,175000,178490,195690,184360,193560,260477,279726,308966,347275,351512,385413,388162,328521,314043,322095,308456
"26","Algeria","Fruit Primary",1802532,1991755,2126602,2527684,2663968,3092650,3316801,2941605,3405058,3960845,4447608,4904459,5247002,5642475,5719859,6235744,6193175,6379277,6613971,7070006,7055092
"27","Algeria","Meat, Total",564427,535327,549279,567517,589451,593065,593944,601720,596991,624458,635153,686301,717202,740196,751209,771661,801747,810379,794964,799379,798944
"28","Algeria","Milk, Total",1926590,1987710,1928333,1983000,2316000,2490909,2712696,2614449,2716737,2895412,3177815,3498633,3683034,3932447,4129144,3510866,3654881,3595475,3243577,3343479,3354704
"29","Algeria","Pulses, Total",21966,38541,43637,57858,58117,47230,88139,50164,40256,64373,72435,78904,84374,95913,93784,87469,77388,107329,137716,136305,115126
"30","Algeria","Roots and Tubers, Total",1207690,967232,1333465,1879918,1896270,2156550,2180961,1506859,2171058,2636057,3300312,3862194,4219476,4886538,4673516,4539577,4759677,4606402,4653322,5020249,4659482
"31","Algeria","Treenuts, Total",26483,25199,32287,32234,37985,45379,53673,34110,39521,47393,56973,50621,66487,63545,64827,76482,66095,61934,57213,72412,60832
"32","Algeria","Vegetables Primary",1783773,2017686,2139048,2491393,2911426,3011333,3045526,3202287,3158768,3738607,4116878,4422555,4688991,5483498,5849537,5985283,6446878,6523552,6908955,7293991,7986465
"33","Angola","Cereals, Total",519635,601120,733819,736542,742341,914886,723305,780963,754711,1056844,1181944,1412826,509545,1674598,1823231,2019544,2363287,2496354,2876750,2920433,2427955
"34","Angola","Citrus Fruit, Total",78000,92075,96924,102286,107325,104478,111684,91406,106419,232345,247599,266938,199988,304407,338951,371654,418432,416359,417255,415146,425362
"35","Angola","Eggs Primary",4300,4500,4700,4900,5000,5200,4300,4568,4572,4930,4950,5000,5020,5080,5100,5200,5200,5250,5100,5100,5150
"36","Angola","Fruit Primary",447000,514075,651941,829017,983636,1147127,1319550,1603155,1957057,2543084,2640919,3275261,3512348,3918977,4460449,4631729,4743612,4969061,5008013,5079500,5174650
"37","Angola","Meat, Total",149202,153001,160698,163873,144784,159022,166024,180307,194198,204509,217027,229545,242975,260595,274424,287163,298274,304471,313762,329959,342251
"38","Angola","Milk, Total",195000,181909,178738,175540,181730,202210,198000,2e+05,195500,158400,198644,184000,185500,187000,190000,215009,217865,217718,218804,218237,219669
"39","Angola","Pulses, Total",75110,89030,90884,93184,75966,109284,85081,103701,124464,247314,250117,303521,96217,311988,401500,397842,322161,303112,326393,363091,372591
"40","Angola","Roots and Tubers, Total",4683619,5905938,7125286,7704685,9458392,9777292,10016921,11170581,11279354,14633434,15686523,16219865,11935414,18281559,10239302,10328791,10534585,10483958,10876856,11135827,10956270
"41","Angola","Sugar Crops Primary",350000,360000,360000,360000,345000,345000,450000,5e+05,520000,5e+05,5e+05,510000,520000,510000,490913,437884,506899,577141,639421,750000,807694
"42","Angola","Treenuts, Total",1100,1185,1250,1290,1331,1425,1481,1525,1595,1661,1750,1809,2000,1980,2003,2021,2056,2026,2034,2039,2033
"43","Angola","Vegetables Primary",266000,273241,276203,278548,282275,280035,286495,497082,659455,684229,706667,745269,708428,701763,731635,755125,739406,742081,745777,742661,743741
"44","Antigua and Barbuda","Cereals, Total",48,51,50,55,60,61,65,65,68,66,63,72,70,72,72,75,65,59,54,48,11
"45","Antigua and Barbuda","Citrus Fruit, Total",225,230,250,265,285,200,300,305,318,335,379,373,420,395,405,421,423,416,420,420,419
"46","Antigua and Barbuda","Eggs Primary",220,225,230,240,250,250,300,300,300,300,300,300,300,271,262,265,266,300,500,500,643
"47","Antigua and Barbuda","Fruit Primary",10228,10088,10515,10615,10885,7930,8565,9308,9733,9944,10175,10228,9994,10066,10060,10065,9838,9795,9732,9588,8726
"48","Antigua and Barbuda","Meat, Total",1055,1120,1136,1179,1187,1216,1211,1222,1207,1034,408,367,315,298,257,274,264,263,161,141,157
"49","Antigua and Barbuda","Milk, Total",5696,5850,5350,5991,6095,6099,6103,5400,5640,5550,2896,3100,3100,3050,3100,2900,3050,3100,2642,3056,3057
"50","Antigua and Barbuda","Roots and Tubers, Total",279,275,311,336,390,426,458,482,512,514,526,536,540,561,576,597,544,516,488,454,299
"51","Antigua and Barbuda","Vegetables Primary",1886,1946,2054,2175,2305,2257,2295,2311,2309,2301,2275,2329,2287,2397,2426,2461,2224,2053,1893,1720,847
"52","Argentina","Cereals, Total",37983923,36655385,35057269,32473165,34193141,41947408,32262738,42067213,44956952,26147049,39769212,50916576,47372117,50742603,50794076,55980088,61148033,76397805,70592400,84534610,86573396
"53","Argentina","Citrus Fruit, Total",2832462,3035853,2953562,2672493,2717360,3046985,3140000,2770000,2959056,2963283,2559418,3613447,2895761,2824147,2593582,3184681,3281320,3272000,3541671,3444994,3405265
"54","Argentina","Eggs Primary",326935,301916,255200,303000,355740,388800,418608,442656,468096,507300,554000,590900,6e+05,565090,635580,765000,802000,813000,829000,830000,873000
"55","Argentina","Fruit Primary",7374676,8343302,7711051,7824787,8078691,8692938,8751097,8434089,8333233,7704794,7482456,9278949,8047955,8145456,7543417,7811902,6893600,6815773,8065992,7937274,7441342
"56","Argentina","Meat, Total",4101293,3843194,3562104,3757198,4246227,4532427,4629501,4912720,4997075,5357214,4721922,4781299,5017727,5344253,5237647,5485340,5396589,5703987,5934989,6152457,6226820
"57","Argentina","Milk, Total",10121330,9768725,8793400,8197480,8100000,9908941,10493569,9822337,10320318,10366290,10626288,11552886,11339530,10971100,11009900,12060900,10292200,10097500,10526600,10339935,11113188
"58","Argentina","Pulses, Total",334577,300705,319030,258530,198308,224387,399760,400699,415229,400970,503556,550793,652313,284263,707551,967540,605395,754586,763384,919430,1058056
"59","Argentina","Roots and Tubers, Total",2657465,2933777,2707722,2545122,2546020,2348677,2445632,2465000,2401916,2457132,2522396,2574779,2669641,2730766,2785378,2854596,2958885,2980009,2934440,2961768,2960883
"60","Argentina","Sugar Crops Primary",18400000,18720000,19250000,22050000,20900000,24400000,26450000,23960000,26960000,26960000,18889878,19806890,19766388,23700000,21031320,17872791,18436082,19386461,19141431,18375056,18045886
"61","Argentina","Treenuts, Total",9593,9704,9480,10012,10192,10370,10490,10695,10848,11032,10620,11611,13450,12492,14281,16406,19103,19110,19113,19361,21290
"62","Argentina","Vegetables Primary",2855507,2865504,2914802,2960848,2990890,3042250,2973618,3011761,3029622,3025502,3093480,3132122,3199180,3232883,3269875,3229727,3171891,3248263,3204583,3195294,3209268
"63","Armenia","Cereals, Total",216970,360144,407583,305303,451641,391829,208587,447554,409182,369076,321954,435470,451049,543659,574673,595757,598966,298029,334342,195063,242012
"64","Armenia","Eggs Primary",21609,25114,26715,28157,31532,29053,25980,29169,31986,34980,38655,35116,36229,33903,35420,36706,35150,34570,36340,36030,37730
"65","Armenia","Fruit Primary",289833,259128,268721,297844,378474,597220,623461,681962,681603,753767,504148,645945,775739,784477,834607,967440,655792,781941,647518,634076,680216
"66","Armenia","Meat, Total",51321,48373,50256,52684,53456,56024,66814,69713,70904,70691,69484,71681,73880,83380,93081,100447,106144,109038,108230,107335,107435
"67","Armenia","Milk, Total",452100,465315,489548,513709,555240,594600,620000,641170,661910,615740,600900,601500,618200,657000,700400,728600,754200,758200,697700,667900,654300
"68","Armenia","Pulses, Total",3863,3108,3368,4710,5234,4349,3966,5163,6171,5782,4469,5201,5063,5106,5454,5686,5263,4443,3313,3660,4127
"69","Armenia","Roots and Tubers, Total",290260,363834,374263,507518,576427,564211,539477,583934,648562,593551,481956,557322,647201,660511,696147,607719,606314,547420,415050,404057,437226
"70","Armenia","Sugar Crops Primary",800,800,811,1500,6000,16000,18000,27000,30000,10000,26000,56500,54000,54500,54000,55334,54611,54649,54865,54708,54741
"71","Armenia","Vegetables Primary",372662,448573,463056,569327,600690,663687,779669,845287,825398,819875,707674,787216,849213,876254,954877,973919,916132,811883,560298,547413,599918
"72","Australia","Cereals, Total",34446938,34718062,38590113,17553202,42384122,34357112,40504980,17771911,26866214,34140449,33464873,39973082,43362426,35589235,38420402,37195915,35229824,50049336,33860457,29236374,26613793
"73","Australia","Citrus Fruit, Total",642076,678515,583970,751167,540475,636003,649669,623286,552304,480098,526073,429949,514742,531730,490092,482634,580049,517514,557546,519363,548620
"74","Australia","Eggs Primary",143000,141000,139500,130400,132000,138600,171300,161700,160000,159328,174000,205200,214686,240925,231686,229278,236662,247579,258928,255527,241295
"75","Australia","Fruit Primary",3254993,3651308,3631455,3578946,3803077,4131927,3957403,3628636,3573741,3812648,3603821,3512292,3580537,3795536,3408856,3663236,3910734,3974517,3779378,3538883,3539850
"76","Australia","Meat, Total",3707445,3853184,3895830,3754621,3851694,3892161,4069870,4139503,4029762,3985874,4047952,4094575,4199609,4541943,4878967,4967488,4697340,4462765,4674648,4818760,4796869
"77","Australia","Milk, Total",10847000,10547000,11271000,10328000,10076000,10127000,10089000,9583000,9223000,9388000,9023000,9101000,9480132,9522000,9542000,9489000,10019853,9331500,9289000,8795038,8797000
"78","Australia","Pulses, Total",2171000,2660543,1296044,2304469,1659052,2676090,1055602,1543121,1645702,2080368,2494367,2614816,2199376,2220328,2282994,2082834,3023265,4910252,3096855,1860728,1913154
"79","Australia","Roots and Tubers, Total",1226622,1332110,1366158,1284268,1350385,1330269,1293898,1261119,1447602,1220994,1327922,1185085,1350721,1341112,1246546,1235888,1205022,1182367,1266457,1301881,1153974
"80","Australia","Sugar Crops Primary",38164688,28116957,31424352,36994995,36993454,37822192,37128107,36396997,32621113,31456858,31234824,25181814,25957093,27136082,30517650,32379153,34403004,36561497,33506830,32415352,30283457
"81","Australia","Treenuts, Total",55362,57135,53612,47662,56914,69790,73400,101400,96090,122137,126680,119250,143419,197271,193149,200184,222005,240358,222187,260227,271326
"82","Australia","Vegetables Primary",1754853,1907018,1836389,1649412,1789406,1746812,1782498,1746974,1703422,1793425,1809530,1666626,1814715,1858687,1652588,1765318,1754163,1768421,1780371,1737020,1588764
"83","Austria","Cereals, Total",4494383,4837094,4762612,4269510,5323714,4907057,4467511,4766040,5756464,5164153,4866649,5712207,4883378,4599433,5720310,4853896,5701698,4874849,4787200,5399310,5649770
"84","Austria","Eggs Primary",86053,86126,87987,85130,87040,89271,90613,94964,96009,91911,94631,102678,106901,107292,109719,111314,121467,124728,127585,129358,129400
"85","Austria","Fruit Primary",1100145,1035108,1055475,1111071,1149622,1031172,1116025,1176896,1199829,1148839,589311,813574,648381,669402,681860,696062,417286,604310,940343,638500,699860
"86","Austria","Meat, Total",835352,832034,850636,853484,855627,848905,859677,890792,897128,905037,920059,917991,901451,903523,899987,909621,904770,892822,875061,871680,870074
"87","Austria","Milk, Total",3257320,3323656,3316366,3252847,3158238,3135852,3168555,3179995,3221095,3256926,3285914,3337018,3413021,3424598,3524888,3568901,3659959,3747784,3859990,3820050,3852260
"88","Austria","Pulses, Total",105064,121716,107416,106134,134834,107479,110161,74238,59042,48888,57393,65682,41246,41391,50914,54866,59642,50137,45290,38800,42800
"89","Austria","Roots and Tubers, Total",694609,694602,684321,560340,693054,763165,654621,668755,756945,722098,671722,816070,665416,604051,750637,536473,767261,653400,697930,751260,885890
"90","Austria","Sugar Crops Primary",2633532,2773478,3043398,2485386,2901902,3083792,2493097,2656214,3091432,3083135,3131666,3456227,3114426,3465791,4244219,2853282,3534415,2993710,2150190,1965150,2091690
"91","Austria","Treenuts, Total",17082,15751,13915,20338,17735,17031,18137,18992,19130,18937,2653,4250,2740,3416,3438,4939,1369,2633,5940,3090,2990
"92","Austria","Vegetables Primary",499491,534102,554627,502630,553526,511109,528357,549155,574782,595425,590420,704576,616408,595545,689687,560725,616605,598988,518670,559600,588640
"93","Azerbaijan","Cereals, Total",1496225,1955915,2133184,1993208,2086640,2056186,2011622,1943653,2419911,2903361,1928779,2370823,2707274,2856572,2298047,2898559,2965670,2824527,3181819,3416765,3151182
"94","Azerbaijan","Citrus Fruit, Total",24745,23518,25097,25727,26941,26376,26956,28535,18026,21858,23251,23793,31822,40398,36056,40238,50802,47009,48974,51003,52994
"95","Azerbaijan","Eggs Primary",32725,33481,33839,41095,49960,52668,45831,57418,66233,72759,70904,60849,73799,84291,93971,93383,96789,103042,100782,109834,114573
"96","Azerbaijan","Fruit Primary",788471,828403,883274,959966,818998,1092698,1167436,1256216,1195279,1213543,1250376,1333698,1345344,1386034,1395991,1479608,1452881,1485586,1511673,1648535,1685881
"97","Azerbaijan","Meat, Total",132010,137944,149238,160431,169770,174523,180501,194090,198726,236862,251911,262192,276035,286882,291189,298613,302227,316827,326024,335719,346011
"98","Azerbaijan","Milk, Total",1031114,1073664,1119832,1167785,1213703,1251774,1299296,1341006,1381349,1432808,1535753,1597452,1695588,1796706,1855840,1924542,2009913,2024143,2080437,2150817,2192498
"99","Azerbaijan","Pulses, Total",13349,14646,15232,17652,19391,21350,20814,21049,26339,23544,21812,24147,24920,24900,24536,24329,21191,30744,48552,34815,21166
"100","Azerbaijan","Roots and Tubers, Total",469009,605821,694947,769047,930445,1083074,999343,1037317,1077114,982979,953710,938517,968545,992780,819319,839795,902396,913899,898914,1004172,1037637
"101","Azerbaijan","Sugar Crops Primary",46679,41325,115759,128884,56777,36584,167231,141916,190680,188670,251854,252949,173848,187923,173287,184280,312605,410085,277217,218525,233760
"102","Azerbaijan","Treenuts, Total",27434,29681,28926,34040,14352,46115,40813,42347,40019,43334,42263,46510,43659,46063,43869,48882,49434,61020,69404,70800,68108
"103","Azerbaijan","Vegetables Primary",765901,934589,1001571,1073745,1109828,1165164,1226493,1279250,1229911,1180497,1223024,1240961,1242766,1237831,1192181,1276769,1272141,1407121,1523431,1716193,1740427
"104","Bahamas","Cereals, Total",312,300,305,340,355,360,380,400,500,600,678,687,690,691,688,597,659,648,634,647,643
"105","Bahamas","Citrus Fruit, Total",19862,20300,20000,21000,24200,23700,25500,30500,28000,22204,27716,27873,27892,28410,29236,30225,28892,29117,29180,28936,28943
"106","Bahamas","Eggs Primary",833,850,870,885,900,955,971,839,841,843,845,1300,848,850,849,860,857,818,871,873,877
"107","Bahamas","Fruit Primary",26312,27115,26500,28000,31500,31183,33384,39808,39000,33364,44497,46104,46277,47162,48378,49438,48277,48488,48649,48489,48413
"108","Bahamas","Meat, Total",7083,7276,7530,8441,8499,6899,6877,6967,6989,7020,7147,6998,7055,7182,6878,7016,7242,7179,6973,6921,6863
"109","Bahamas","Milk, Total",1595,1600,1620,1685,1750,2076,2027,2038,2028,2460,2520,2530,2750,2940,2869,2806,2797,2813,2820,2821,2826
"110","Bahamas","Pulses, Total",115,110,115,120,125,128,130,135,147,159,172,174,176,180,184,183,182,182,191,185,186
"111","Bahamas","Roots and Tubers, Total",942,683,965,985,1035,1200,1319,1356,1664,1976,2281,2377,2475,2576,2647,2587,2604,2612,2601,2605,2606
"112","Bahamas","Sugar Crops Primary",62500,75000,55000,50000,50000,50000,57500,57500,57500,57500,57500,57500,57500,57500,59488,60355,60947,61195,60784,61156,61528
"113","Bahamas","Vegetables Primary",20047,20628,21700,23636,24698,24210,25120,24452,25326,25477,29655,29713,29201,28977,31830,32148,33024,32875,32885,32916,33388
"114","Bahrain","Citrus Fruit, Total",950,970,977,985,991,998,1000,1004,941,1056,1050,1047,1100,1062,1062,1073,1083,1087,1096,1103,1110
"115","Bahrain","Eggs Primary",2673,2145,1787,3007,2450,2025,2770,2953,2680,2888,2780,2816,2853,2859,2686,3000,4067,3320,4097,4426,3948
"116","Bahrain","Fruit Primary",22098,22352,20364,20065,20166,18336,21535,21071,20619,20462,20154,20045,19916,19702,21686,22987,25550,21410,21595,21795,21284
"117","Bahrain","Meat, Total",13862,14605,14863,13484,12575,16931,11432,16780,20447,21808,24110,24428,24672,24651,22923,40315,41765,38215,38935,39552,40572
"118","Bahrain","Milk, Total",19396,14405,20415,15418,10935,15260,13139,12049,9609,9429,14366,14374,14399,15021,15058,13132,12069,11663,11073,12085,11777
"119","Bahrain","Pulses, Total",511,310,509,409,508,208,1008,208,8,7,7,8,240,235,10,8,9,9,9,9,9
"120","Bahrain","Roots and Tubers, Total",31,11,19,18,36,5,13,23,42,100,113,43,41,37,37,44,54,75,85,30,14
"121","Bahrain","Treenuts, Total",348,348,349,349,350,350,349,349,349,350,350,350,350,350,350,351,351,351,350,350,351
"122","Bahrain","Vegetables Primary",10542,9164,7111,8635,7015,7950,16097,15260,15028,15533,15324,14414,14829,14961,15134,15597,15990,16843,17564,18332,18179
"123","Bangladesh","Cereals, Total",39503000,38029335,39341455,40015280,37759046,41146756,42044685,44841300,48946800,49735853,51862850,52628364,52801014,54357477,55241123,55438379,54262297,58495624,58812144,59182139,59960399
"124","Bangladesh","Citrus Fruit, Total",41000,44000,44000,47655,49210,110970,119935,110232,120846,126750,135683,136756,147316,150448,154511,156898,155936,161270,160615,165354,167104
"125","Bangladesh","Eggs Primary",178100,192300,207900,224000,223900,263700,253900,252200,265200,219700,268300,284000,341000,355600,464610,502475,544579,682446,709244,545234,798592
"126","Bangladesh","Fruit Primary",1440000,1492900,1553000,1636120,1987185,3099030,3307100,3695370,3762109,3870763,3917826,3856251,3925058,4014113,4172215,4516921,4730184,4975874,4871639,4893693,5027255
"127","Bangladesh","Meat, Total",449267,459048,479698,495772,509975,527632,547341,566352,576615,593580,607355,625630,634480,642608,657530,662502,670998,689310,697676,707246,722405
"128","Bangladesh","Milk, Total",2430569,2446203,2553855,2667753,2785556,2914143,3048437,3189176,3345929,3502701,3666086,3760224,3779708,3791748,3551419,3563837,3556549,3571495,3596551,3650240,3578373
"129","Bangladesh","Pulses, Total",383000,370000,344000,345000,320200,315785,282260,261825,202077,204877,256538,233681,239570,267670,354464,378326,378251,387011,380508,393427,470917
"130","Bangladesh","Roots and Tubers, Total",3311000,3573000,3340000,3717940,4227615,5166817,5676095,5471090,6955221,5573025,8236633,8623928,8458361,8866000,9209472,9508918,9733471,10478659,9991228,9890963,9851719
"131","Bangladesh","Sugar Crops Primary",7202000,7042000,6780000,7136395,6800640,6765380,5898930,6107765,5285722,5545215,4805788,4993483,4908003,4727000,4821000,4735008,4479686,4121552,3910803,3356864,3881865
"132","Bangladesh","Vegetables Primary",1723000,1710000,1743300,1743645,2008640,2471290,2807690,3091180,3267946,3220524,3472597,3762736,3908899,3974685,4393000,5058058,5204172,5823913,5759325,6300824,7138722
"133","Barbados","Cereals, Total",300,250,218,263,250,260,270,280,268,263,260,269,320,340,81,122,96,74,109,42,12
"134","Barbados","Eggs Primary",1250,1375,1500,1620,1928,1385,1987,2305,1903,2002,2231,2108,2603,2966,2366,2395,4261,3367,2872,3750,3329
"135","Barbados","Fruit Primary",2860,2908,3091,3253,3491,3590,3628,3921,3756,4199,4341,4632,4896,4827,5047,5060,4934,5086,5339,5174,5146
"136","Barbados","Meat, Total",13539,14333,13447,14863,16185,17990,16772,17958,17531,17717,17409,17598,17204,16471,17561,19475,18138,18740,19732,19554,19068
"137","Barbados","Milk, Total",7930,8140,7427,7018,6621,6256,5570,6762,6694,7014,6701,5810,6146,5082,4966,5227,4549,4862,4799,4657,5338
"138","Barbados","Pulses, Total",1110,1135,1169,1295,1059,1173,1251,1152,1118,1201,1418,1650,1819,1762,1713,1673,1716,1701,1697,1705,1701
"139","Barbados","Roots and Tubers, Total",4530,4402,2414,4462,3033,3276,3527,2581,1671,2427,2611,1078,1869,2409,2443,2377,3755,1916,2761,2866,2838
"140","Barbados","Sugar Crops Primary",546000,420000,417847,364555,361237,442400,348300,353500,310700,356700,258800,285410,258600,173085,159607,116105,83369,131194,146831,84589,81064
"141","Barbados","Vegetables Primary",12000,11870,11929,14467,11419,10977,11478,11370,9754,10092,9354,9689,9357,9785,9806,10003,9106,9472,10953,11425,10563
"142","Belarus","Cereals, Total",4579256,4885397,5723737,5132062,6604944,6104299,5700181,7029909,8728461,8169504,6741684,7996331,8843848,7233152,9033775,8186980,7075658,7529412,5813781,6991979,8403688
"143","Belarus","Eggs Primary",184445,176191,163960,158350,165410,173980,187180,181100,185780,192315,198370,206705,211935,215965,216450,214050,207516,201615,201900,203900,202472
"144","Belarus","Fruit Primary",299100,314500,478300,240500,357563,381715,721184,427661,608681,699704,810241,351566,618817,465139,638152,565559,699223,461837,938582,519468,776183
"145","Belarus","Meat, Total",599033,627643,618004,606184,630600,697800,768300,816400,841700,920700,971400,1020100,1092100,1172200,1073200,1148400,1173019,1183367,1198796,1152805,1260976
"146","Belarus","Milk, Total",4489600,4834100,4772500,4682600,5149400,5675600,5895400,5903500,6224600,6576900,6624600,6500400,6766200,6632700,6702900,7046800,7140000,7320800,7344500,7393600,7765300
"147","Belarus","Pulses, Total",291000,281000,278900,333074,425811,331245,238313,202166,300428,356915,262308,292302,398335,366537,530424,470069,385592,463861,336726,340888,365966
"148","Belarus","Roots and Tubers, Total",8717800,7767600,7420700,8649583,9902165,8184953,8329412,8743976,8748630,7124981,7831111,7147938,6910669,5911160,6279715,5995298,5984069,6414755,5864325,6105294,5231168
"149","Belarus","Sugar Crops Primary",1473600,1682100,1145500,1920200,3088328,3065182,3978474,3626154,4030380,3972992,3773390,4486688,4771691,4343222,4803220,3299898,4278728,4989334,4809430,4945325,4010943
"150","Belarus","Treenuts, Total",14326,15284,15010,15313,15235,15485,15501,14813,16070,16493,16400,17690,19600,18913,19100,19630,19269,19290,19396,19319,19336
"151","Belarus","Vegetables Primary",1384100,1423000,1511800,2009034,2042111,2013932,2180987,2160066,2302991,2315292,2341830,1822580,1587970,1635341,1740274,1694241,1901430,1970195,1763804,1880063,1782395
"152","Belgium","Cereals, Total",2513100,2358600,2639300,2560990,2931988,2786575,2684227,2718733,3113270,3255409,3041408,2939102,2957908,3097497,3162852,3163733,2287774,2764392,2431020,2814390,2565860
"153","Belgium","Eggs Primary",194200,212550,196300,194300,207100,179810,194000,174200,161400,152590,168909,169727,153515,173530,151870,148025,154600,138320,96474,113093,115400
"154","Belgium","Fruit Primary",785783,473022,570840,546601,641466,607989,679082,698232,552719,634840,699818,564234,507510,582635,747834,723833,630998,450661,659530,639450,615930
"155","Belgium","Meat, Total",1735557,1772171,1820409,1738860,1815473,1740768,1780211,1806959,1682183,1708183,1816000,1789081,1788259,1774712,1814781,1850880,1805539,1794958,1825048,1755460,1805930
"156","Belgium","Milk, Total",3691410,3697300,3472830,3405890,3065200,3030250,2843830,2885036,2855938,2962525,3075120,3110090,3081213,3483230,3701535,4006912,3906695,4058282,4236000,4337000,4494000
"157","Belgium","Pulses, Total",8300,7900,6700,11036,8773,7278,5883,5368,5358,8177,8100,6654,5070,4250,5847,7138,6593,6878,17170,19320,25210
"158","Belgium","Roots and Tubers, Total",2921900,2564300,2909000,2522095,3229622,2780865,2592820,3189817,2943205,3296077,3455800,4128669,2929800,3428000,4380556,3689994,3402787,4416665,3045440,4027620,3928910
"159","Belgium","Sugar Crops Primary",6152000,5613900,6537100,6449682,6215850,5983173,5666621,5746892,4713904,5186179,4464778,5408977,5438400,4809300,4790700,4532561,4021110,5941783,5192050,5071850,4783970
"160","Belgium","Treenuts, Total",500,500,500,500,500,497,494,520,400,350,333,409,415,410,399,379,377,371,0,0,0
"161","Belgium","Vegetables Primary",1587803,1633080,1699180,1807803,1887777,1842083,1861902,1916268,1910700,1997438,2000571,1981728,2003775,2074064,2089694,1529210,1752544,1805035,1956910,2125320,2095600
