"Year","Country","New_cases","New_deaths","Cumulative_cases","Cumulative_deaths","Cases_100k","Deaths_100k"
2020,"Uzbekistan",77060,614,77060,614,225.110678443155,1.79364075478974
2020,"Vanuatu",1,0,1,0,0.325573823864561,0
2020,"Venezuela (Bolivarian Republic of)",112861,1021,112861,1021,2109.83544050468,16.7311242296949
2020,"Viet Nam",1456,35,1456,35,2109.83544050468,16.7311242296949
2020,"Wallis and Futuna",4,0,4,0,2109.83544050468,16.7311242296949
2020,"Yemen",2101,611,2101,611,2109.83544050468,16.7311242296949
2020,"Zambia",20462,386,20462,386,111.303573616038,2.09965689648082
2020,"Zimbabwe",13625,360,13625,360,91.6710416461038,2.42213394441081
2021,"Afghanistan",105729,5167,158059,7356,265.414494856187,12.9708660341242
2021,"Albania",151789,2041,209516,3215,5398.54307019397,72.590414366429
2021,"Algeria",118726,3520,218037,6271,266.102595924667,7.88943565566791
2021,"American Samoa",11,0,11,0,19.9626154655826,0
2021,"Andorra",15139,56,23122,140,19571.0629056028,72.3944463117615
2021,"Angola",59354,1352,76787,1757,174.91212473674,3.98425030569249
2021,"Anguilla",1661,5,1674,5,2109.83544050468,16.7311242296949
2021,"Antigua and Barbuda",4137,114,4295,119,4190.30062393647,115.468762661049
2021,"Argentina",4106203,69905,5780522,118176,8963.79680500757,152.601860077072
2021,"Armenia",185521,5149,344930,7972,6250.43798650193,173.476346033594
2021,"Aruba",13648,132,19021,181,12731.937123933,123.140071831709
2021,"Australia",334177,1317,362558,2226,1298.31647037506,5.11669801178402
2021,"Austria",914518,9316,1270591,16798,10210.9145996903,104.016411279729
2021,"Azerbaijan",399768,5771,616352,8346,3940.45979522163,56.8839764018731
2021,"Bahamas",16619,547,24476,717,2109.83544050468,16.7311242296949
2021,"Bahrain",188981,1042,281406,1394,10809.4457743115,59.6009254731038
2021,"Bangladesh",1072029,20513,1585539,28072,644.622054663506,12.3346777067715
2021,"Barbados",27938,253,28310,260,9710.53985290642,87.9363799407733
2021,"Belarus",505239,4147,697600,5561,5409.22928286993,44.3989356246482
2021,"Belgium",1465190,8635,2113604,28384,12644.1570599355,74.5175002645005
2021,"Belize",21399,356,32067,597,5284.81286195868,87.919686847857
2021,"Benin",21793,117,25044,161,175.029682280929,0.939681219972868
2021,"Bermuda",5736,96,6331,106,8981.16398139884,150.31236788952
2021,"Bhutan",1990,3,2660,3,255.160918066419,0.384664700602641
2021,"Bolivia (Plurinational State of)",434886,10515,591773,19650,2109.83544050468,16.7311242296949
2021,"Bonaire",3132,20,3294,23,2109.83544050468,16.7311242296949
2021,"Bosnia and Herzegovina",179486,9378,290471,13428,5499.86992329305,287.363806317162
2021,"Botswana",207416,2409,222053,2452,8652.28345931154,100.490564148771
2021,"Brazil",14700283,426136,22263834,618817,6869.50166851142,199.135075359623
2021,"British Virgin Islands",3163,38,3256,39,10396.7393090754,124.905499128948
2021,"Brunei Darussalam",15313,58,15470,61,3468.15179873712,13.13608073707
2021,"Bulgaria",543078,23375,744298,30890,7871.69387422318,338.811081115359
2021,"Burkina Faso",10925,233,17632,318,50.8208154803414,1.08386727752124
2021,"Burundi",29732,12,30550,14,242.602686531822,0.0979157889944122
2021,"Côte d’Ivoire",45896,574,68146,712,2109.83544050468,16.7311242296949
2021,"Cabo Verde",28945,240,40738,352,5151.26330083057,42.7121503610067
2021,"Cambodia",120121,3012,120487,3012,708.827089762656,17.7736382011898
2021,"Cameroon",82818,1405,109666,1853,304.206593368812,5.16083778506099
2021,"Canada",1536966,14684,2102470,29958,4018.62066592501,38.3934490798384
2021,"Cayman Islands",8492,9,8818,11,12770.3088814701,13.5342416313273
2021,"Central African Republic",6636,38,12454,101,134.878405166518,0.772359764365231
2021,"Chad",3624,76,5701,181,21.424789912613,0.449305748719257
2021,"Chile",1198732,22597,1804682,39096,6239.37858343498,117.616980150593
2021,"China",35107,911,131780,5699,2.4856976974709,0.0645019683366847
2021,"Colombia",3523781,87246,5138603,129866,6873.54568122661,170.183495087889
2021,"Comoros",5820,148,6515,157,655.069018612064,16.6581125007879
2021,"Congo",14846,269,21277,369,2109.83544050468,16.7311242296949
2021,"Cook Islands",0,0,0,0,2109.83544050468,16.7311242296949
2021,"Costa Rica",404161,5198,570960,7354,7864.50344061445,101.147040125875
2021,"Croatia",501232,8633,709678,12493,12855.3988202103,221.415747627597
2021,"Cuba",953884,8177,965571,8322,8428.39998734703,72.2509515795806
2021,"Curaçao",16020,173,20199,187,2109.83544050468,16.7311242296949
2021,"Cyprus",139432,524,161779,646,11470.3336985887,43.1067104973067
2021,"Czechia",1760491,24408,2480159,36296,2109.83544050468,16.7311242296949
2021,"Democratic People's Republic of Korea",0,0,0,0,2109.83544050468,16.7311242296949
2021,"Democratic Republic of the Congo",61616,634,79273,1225,2109.83544050468,16.7311242296949
2021,"Denmark",641967,1979,807308,3265,10961.1792103208,33.7901693657539
2021,"Djibouti",7808,128,13632,189,779.088342910625,12.7719400477152
2021,"Dominica",6718,47,6814,47,9308.31901568475,65.1222080585269
2021,"Dominican Republic",247689,1837,417268,4246,2261.23303931434,16.770567498841
2021,"Ecuador",334288,19646,545800,33669,1868.73402393072,109.824907367727
2021,"Egypt",248084,14151,384728,21727,2109.83544050468,16.7311242296949
2021,"El Salvador",75781,2496,121741,3823,1162.55273452481,38.2910178722099
2021,"Equatorial Guinea",8433,89,13710,175,581.629929422281,6.13839247226171
2021,"Eritrea",6730,74,7982,75,2109.83544050468,16.7311242296949
2021,"Estonia",213764,1703,241761,1932,16081.5013533907,128.116973881591
2021,"Eswatini",56688,1114,65832,1299,4835.33767951899,95.0212774305701
2021,"Ethiopia",291587,5008,415443,6926,247.367098434251,4.24852421047141
2021,"Falkland Islands (Malvinas)",53,0,82,0,2109.83544050468,16.7311242296949
2021,"Faroe Islands",5161,14,5769,14,10521.2729088945,28.5405581717734
2021,"Fiji",53283,696,53332,698,5901.32451137946,77.0850338742207
2021,"Finland",234766,1137,271192,1729,4236.35652334592,20.5171846308423
2021,"France",6917610,56958,9482582,120962,10248.4108623102,84.3830435505128
2021,"French Guiana",35354,268,48399,339,2109.83544050468,16.7311242296949
2021,"French Polynesia",29574,522,46425,636,10467.4127715602,184.756524878422
2021,"Gabon",32227,224,41798,288,1414.1912359374,9.82960985664128
2021,"Gambia",6370,219,10170,343,2109.83544050468,16.7311242296949
2021,"Georgia",707321,11295,934741,13800,19072.4017893496,304.561547318268
2021,"Germany",5431610,67669,7166558,117992,6533.93085240659,81.4021196020151
2021,"Ghana",91055,971,146119,1306,286.948924446542,3.05999017777818
2021,"Gibraltar",6748,94,8533,100,20029.0878869728,279.006262800154
2021,"Greece",1032375,15920,1170293,20708,9680.42024768373,149.279370716188
2021,"Greenland",2474,1,2501,1,4366.93555504563,1.76513159056008
2021,"Grenada",5945,200,6073,200,5260.36366853957,176.967659160288
2021,"Guadeloupe",47175,676,55795,831,2109.83544050468,16.7311242296949
2021,"Guam",8223,149,15352,270,4831.82907911437,87.5522963380811
2021,"Guatemala",489509,11299,626675,16102,2860.99513107909,66.0383853740435
2021,"Guernsey",7504,8,7802,24,2109.83544050468,16.7311242296949
2021,"Guinea",18726,310,32448,391,138.739506463434,2.29676636781291
2021,"Guinea-Bissau",4032,104,6484,149,200.050608040725,5.16003552485996
2021,"Guyana",32937,887,39238,1051,4167.50492516408,112.231741464631
2021,"Haiti",16170,537,26169,773,140.100884766979,4.65270099689967
2021,"Holy See",0,0,26,0,2109.83544050468,16.7311242296949
2021,"Honduras",258630,7323,379542,10434,2570.10985001084,72.7715826919901
2021,"Hungary",933901,29649,1256415,39186,9618.04288948398,305.348590086434
2021,"Iceland",21072,8,26835,37,5660.02766623242,2.14883358626895
2021,"India",24572130,332342,34838804,481080,1763.45419170252,23.8510008281251
2021,"Indonesia",3519522,121956,4262720,144094,1273.51976750129,44.1291109319354
2021,"Iran (Islamic Republic of)",4973945,76477,6192698,131572,2109.83544050468,16.7311242296949
2021,"Iraq",1498994,11346,2093436,24154,3640.15936045228,27.5526440423988
2021,"Ireland",681748,3830,772985,6105,13558.4092215352,76.1699444933903
2021,"Isle of Man",14987,32,15366,67,17547.1256293174,37.4663388362018
2021,"Israel",962296,4924,1381966,8260,10276.548483554,52.5843656557027
2021,"Italy",3897739,63643,5981428,137247,6598.93026852486,107.748548345522
2021,"Jamaica",80798,2168,93591,2470,2717.30393729599,72.9116430611859
2021,"Japan",1503021,14979,1733325,18393,1195.89588588362,11.9182130353806
2021,"Jersey",16290,48,19006,89,2109.83544050468,16.7311242296949
2021,"Jordan",768493,8805,1061560,12620,7483.60457305477,85.7433161600004
2021,"Kazakhstan",871594,15478,1072037,18227,4586.71256638439,81.4520718390644
2021,"Kenya",195986,3709,292237,5376,356.430840875688,6.74538991972859
2021,"Kiribati",0,0,0,0,0,0
2021,"Kosovo[1]",110298,1658,161399,2980,2109.83544050468,16.7311242296949
2021,"Kuwait",266333,1535,416631,2468,6152.93378641777,35.4621971822916
2021,"Kyrgyzstan",103655,1447,184689,2802,2109.83544050468,16.7311242296949
2021,"Lao People's Democratic Republic",110013,360,110054,360,2109.83544050468,16.7311242296949
2021,"Latvia",235770,3935,276674,4570,12519.9000404639,208.957062642513
2021,"Lebanon",545644,7659,723640,9102,8060.74498855174,113.145651500461
2021,"Lesotho",27075,607,29652,671,1254.01388655378,28.1139955360348
2021,"Liberia",4730,198,6584,287,91.3090748479598,3.82224034247273
2021,"Libya",288248,4237,388183,5696,4142.36438746185,60.889227018664
2021,"Liechtenstein",4067,25,6290,69,10631.5679406075,65.3526428608773
2021,"Lithuania",379375,5597,524427,7396,13571.786567625,200.227451516302
2021,"Luxembourg",56153,413,102487,915,8786.67438621747,64.6251584333485
2021,"Madagascar",32565,766,50279,1027,114.555241604972,2.69458974572113
2021,"Malawi",67730,2166,74201,2355,344.722616373912,11.0242017874781
2021,"Malaysia",2644028,30999,2754513,31462,8066.91563801106,94.5777873240015
2021,"Maldives",81943,214,95700,262,15073.5808101247,39.3657334167249
2021,"Mali",13641,389,20670,658,65.4065042287671,1.8651953775376
2021,"Malta",39591,258,52470,477,7659.77452700781,49.9159361462963
2021,"Marshall Islands",0,0,4,0,0,0
2021,"Martinique",43297,741,49369,783,2109.83544050468,16.7311242296949
2021,"Mauritania",26963,523,41154,863,564.657149259389,10.9526272693194
2021,"Mauritius",90567,776,91094,786,7153.45244301218,61.2925137829171
2021,"Mayotte",16021,130,21911,185,2109.83544050468,16.7311242296949
2021,"Mexico",2538755,156199,4034822,303822,1948.95726481554,119.911206795032
2021,"Micronesia (Federated States of)",0,0,0,0,2109.83544050468,16.7311242296949
2021,"Monaco",4232,35,5085,38,10708.5020242915,88.5627530364372
2021,"Mongolia",691426,1985,692621,1986,20768.0214532743,59.6224651441362
2021,"Montenegro",120670,1724,168338,2401,19457.4739629103,277.986948802995
2021,"Montserrat",32,0,45,1,2109.83544050468,16.7311242296949
2021,"Morocco",523726,7489,961058,14844,1402.40724896891,20.053669070331
2021,"Mozambique",165734,1831,184219,1996,515.29325037477,5.6928689432235
2021,"Myanmar",406204,16586,530834,19268,741.166836179694,30.2631021478774
2021,"Namibia",124907,3437,148839,3645,4827.61472768986,132.838926714036
2021,"Nauru",0,0,0,0,0,0
2021,"Nepal",567838,8836,828431,11594,1913.52832627687,29.775985916727
2021,"Netherlands",2329022,9588,3114896,20884,13283.3411422368,54.684187127372
2021,"New Caledonia",12860,281,12898,281,4717.18876091263,103.073875724452
2021,"New Zealand",11939,26,13746,51,233.065240307656,0.507554757349783
2021,"Nicaragua",8734,52,13563,217,130.311938492288,0.775843920494499
2021,"Niger",4157,173,7365,274,16.5414485247392,0.688398026167879
2021,"Nigeria",154937,1752,241513,3030,73.2906736204625,0.828757883417455
2021,"Niue",0,0,0,0,2109.83544050468,16.7311242296949
2021,"North Macedonia",141713,5478,224507,7966,6862.30928210462,265.266632188784
2021,"Northern Mariana Islands (Commonwealth of the)",3086,11,3208,13,2109.83544050468,16.7311242296949
2021,"Norway",341567,947,390711,1380,6315.58413703331,17.5100585764156
2021,"occupied Palestinian territory, including east Jerusalem",316206,3431,470303,4931,2109.83544050468,16.7311242296949
2021,"Oman",176770,2986,305489,4483,3384.2097524666,57.1660933465253
2021,"Other",19,0,764,13,2109.83544050468,16.7311242296949
2021,"Pakistan",817621,18874,1294861,28921,363.064501676641,8.38099731372473
2021,"Palau",10,0,10,0,55.0236601738748,0
2021,"Panama",252764,3492,491043,7425,5768.78265229713,79.6972235833488
2021,"Papua New Guinea",35378,581,36158,590,387.958993333154,6.37130915050491
2021,"Paraguay",359965,14404,466101,16624,4985.91273444206,199.511305340529
2021,"Peru",1276998,109518,2287494,202584,3827.99866760257,328.297114074179
2021,"Philippines",2368495,42143,2841018,51373,2132.87789817835,37.9506282525106
2021,"Pitcairn Islands",0,0,0,0,2109.83544050468,16.7311242296949
2021,"Poland",2811801,68416,4109822,97057,7442.36312917299,181.085615890136
2021,"Portugal",972535,12094,1359635,18934,9442.61634850807,117.424053755244
2021,"Puerto Rico",181626,1814,257514,3298,5565.23135301558,55.5830645082216
2021,"Qatar",106166,372,249787,617,3622.76507546091,12.6939755484002
2021,"Réunion",67630,367,76602,409,2109.83544050468,16.7311242296949
2021,"Republic of Korea",570113,4663,630835,5563,2109.83544050468,16.7311242296949
2021,"Republic of Moldova",231939,7159,375780,10269,2109.83544050468,16.7311242296949
2021,"Romania",1179282,43118,1807223,58714,6169.35910403195,225.569817776961
2021,"Russian Federation",7340685,251841,10499982,308860,5117.38349592871,175.564947548925
2021,"Rwanda",102308,1263,110558,1349,770.593673024333,9.51303719190809
2021,"Saba",26,0,31,0,2109.83544050468,16.7311242296949
2021,"Saint Barthélemy",1537,4,1726,4,2109.83544050468,16.7311242296949
2021,"Saint Helena",0,0,0,0,2109.83544050468,16.7311242296949
2021,"Saint Kitts and Nevis",2886,28,2918,28,2109.83544050468,16.7311242296949
2021,"Saint Lucia",13133,290,13473,295,2109.83544050468,16.7311242296949
2021,"Saint Martin",3132,27,4118,39,2109.83544050468,16.7311242296949
2021,"Saint Pierre and Miquelon",82,0,98,0,2109.83544050468,16.7311242296949
2021,"Saint Vincent and the Grenadines",5837,83,5952,83,2109.83544050468,16.7311242296949
2021,"Samoa",1,0,2,0,0.49964025901351,0
2021,"San Marino",5850,40,8251,99,17200.8232872684,117.612466921494
2021,"Sao Tome and Principe",2863,40,3877,57,1281.76429505202,17.9079887537831
2021,"Saudi Arabia",192816,2661,555417,8875,545.592218372708,7.52956649391013
2021,"Senegal",55925,1488,74870,1890,325.215156648741,8.65302017153915
2021,"Serbia",962156,9525,1297147,12688,14058.226688825,139.171412131773
2021,"Seychelles",24562,125,24788,126,24759.5814600512,126.005524082176
2021,"Sierra Leone",4400,47,6983,123,54.0451372703496,0.57730032993328
2021,"Singapore",220492,798,279061,827,4043.0793356127,14.6326275321505
2021,"Sint Eustatius",13,0,32,1,2109.83544050468,16.7311242296949
2021,"Sint Maarten",3631,48,5054,75,2109.83544050468,16.7311242296949
2021,"Slovakia",662190,14497,841733,16635,2109.83544050468,16.7311242296949
2021,"Slovenia",342391,3168,462224,6123,16250.1121258733,150.355456816233
2021,"Solomon Islands",7,0,24,0,0.994325243787243,0
2021,"Somalia",18818,1203,23532,1333,115.027965402366,7.35352547449494
2021,"South Africa",2407371,63028,3446532,91061,4009.478632256,104.973192430178
2021,"South Sudan",12086,72,15626,136,106.191017132637,0.632612380733895
2021,"Spain",4550314,37030,6505526,91466,9614.68948798381,78.2433809491038
2021,"Sri Lanka",543946,14775,587245,14979,2455.07311789132,66.6862249503521
2021,"Sudan",21325,1776,46825,3337,47.4845428071316,3.95463296719652
2021,"Suriname",45933,1069,52031,1189,7761.60108685734,180.635960243191
2021,"Sweden",877239,5716,1314539,15363,8422.18623206585,54.8781079072959
2021,"Switzerland",883692,4392,1334843,11922,10160.0384376463,50.4959746361203
2021,"Syrian Arab Republic",38899,2189,50243,2893,212.845425817796,11.9776507651908
2021,"Türkiye",7247492,61556,9441764,82198,2109.83544050468,16.7311242296949
2021,"Tajikistan",3828,35,17493,125,39.2630485787915,0.358988166211521
2021,"Thailand",2216551,21637,2223435,21698,3168.72659892424,30.9317211383468
2021,"The United Kingdom",10877873,74592,13442248,149794,2109.83544050468,16.7311242296949
2021,"Timor-Leste",19793,122,19837,122,1472.8304343782,9.07822528136917
2021,"Togo",26552,180,30163,248,313.178132919537,2.12308164829454
2021,"Tokelau",0,0,0,0,2109.83544050468,16.7311242296949
2021,"Tonga",1,0,1,0,0.936689178429922,0
2021,"Trinidad and Tobago",83697,2699,90829,2825,5963.98394155799,192.322217740959
2021,"Tunisia",588626,20944,725842,25564,4931.61560500023,175.472638366509
2021,"Turkmenistan",0,0,0,0,0,0
2021,"Turks and Caicos Islands",2418,20,3283,26,6164.278794677,50.9865905266915
2021,"Tuvalu",0,0,0,0,0,0
2021,"Uganda",107451,2993,142671,3297,228.019830346761,6.35139135259659
2021,"Ukraine",2612602,77366,3667649,95899,5962.8597155819,176.575921152824
2021,"United Arab Emirates",553419,1497,759511,2162,5539.12924154469,14.9833606627029
2021,"United Republic of Tanzania",28797,716,29306,737,2109.83544050468,16.7311242296949
2021,"United States of America",33967586,467012,53549430,819111,2109.83544050468,16.7311242296949
2021,"United States Virgin Islands",7045,66,9055,89,2109.83544050468,16.7311242296949
2021,"Uruguay",392349,6000,410311,6168,11257.7299354519,172.158918750172
2021,"Uzbekistan",121843,871,198903,1485,348.969357097645,2.49462267042053
2021,"Vanuatu",6,0,7,0,1.90800854787829,0
2021,"Venezuela (Bolivarian Republic of)",331325,4300,444186,5321,2109.83544050468,16.7311242296949
2021,"Viet Nam",1713286,32133,1714742,32168,2109.83544050468,16.7311242296949
2021,"Wallis and Futuna",449,7,453,7,2109.83544050468,16.7311242296949
2021,"Yemen",8025,1373,10126,1984,2109.83544050468,16.7311242296949
2021,"Zambia",228731,3344,249193,3730,1208.89565304207,17.6738048789743
2021,"Zimbabwe",198103,4637,211728,4997,1312.62096089423,30.7245392329573
2022,"Afghanistan",34945,421,193004,7777,85.7461844236149,1.03302743289002
2022,"Albania",117909,367,327425,3582,4205.02853067047,13.0884450784593
2022,"Algeria",52198,607,270235,6878,115.10033076075,1.33847850055127
2022,"American Samoa",8157,34,8168,34,14830.9090909091,61.8181818181818
2022,"Andorra",22905,14,46027,154,29746.7532467532,18.1818181818182
2022,"Angola",25849,160,102636,1917,73.7973563251206,0.456790475918577
2022,"Anguilla",2131,5,3805,10,2109.83544050468,16.7311242296949
2022,"Antigua and Barbuda",4654,26,8949,145,4654,26
2022,"Argentina",3897703,11535,9678225,129711,8434.76087426964,24.9621294092188
2022,"Armenia",89468,683,434398,8655,3010.36339165545,22.9811574697174
2022,"Aruba",23729,46,42750,227,21971.2962962963,42.5925925925926
2022,"Australia",9643280,11533,10005838,13759,37075.2787389466,44.3406382160707
2022,"Austria",3681069,3830,4951660,20628,41037.5585284281,42.6978818283166
2022,"Azerbaijan",195896,1459,812248,9805,1916.79060665362,14.2759295499022
2022,"Bahamas",12568,106,37044,823,2109.83544050468,16.7311242296949
2022,"Bahrain",389649,120,671055,1514,21841.3116591928,6.72645739910314
2022,"Bangladesh",426021,1251,2011560,29323,253.756120224438,0.745148493620671
2022,"Barbados",72452,279,100762,539,25156.9444444444,96.875
2022,"Belarus",296437,1557,994037,7118,3177.92667238422,16.6916809605489
2022,"Belgium",2368711,4132,4482315,32516,20388.2854191771,35.56550180754
2022,"Belize",36120,83,68187,680,8766.99029126214,20.1456310679612
2022,"Benin",2446,2,27490,163,19.1317950723504,0.0156433320297223
2022,"Bermuda",11454,42,17785,148,2109.83544050468,16.7311242296949
2022,"Bhutan",58416,18,61076,21,7413.19796954315,2.28426395939086
2022,"Bolivia (Plurinational State of)",508339,2545,1100112,22195,2109.83544050468,16.7311242296949
2022,"Bonaire",5994,8,9288,31,2109.83544050468,16.7311242296949
2022,"Bosnia and Herzegovina",104958,2613,395429,16041,3230.47091412742,80.4247460757156
2022,"Botswana",103811,326,325864,2778,4252.80622695617,13.3551823023351
2022,"Brazil",12120913,64677,34384747,683494,5628.36678213546,30.0328761016745
2022,"British Virgin Islands",3875,24,7131,63,12500,77.4193548387097
2022,"Brunei Darussalam",204775,67,220245,128,46016.8539325843,15.0561797752809
2022,"Bulgaria",496975,6709,1241273,37599,7259.34852468595,97.9988314344143
2022,"Burkina Faso",3496,69,21128,387,15.8168574401665,0.312174817898023
2022,"Burundi",18708,1,49258,15,148.182178217822,0.00792079207920792
2022,"Côte d’Ivoire",18504,105,86650,817,2109.83544050468,16.7311242296949
2022,"Cabo Verde",21572,58,62310,410,3797.88732394366,10.2112676056338
2022,"Cambodia",17094,44,137581,3056,99.5631661715883,0.256275846001514
2022,"Cameroon",11986,82,121652,1935,42.9421037546575,0.29378045285182
2022,"Canada",2056021,13839,4158491,43797,5332.41953471484,35.8923152734912
2022,"Cayman Islands",21239,18,30057,29,31700,26.865671641791
2022,"Central African Republic",2407,12,14861,113,47.9768786127168,0.239186764999003
2022,"Chad",1835,12,7536,193,10.5374985643735,0.068910072355576
2022,"Chile",2694541,21339,4499223,60435,13997.6155844156,110.851948051948
2022,"China",6235038,19067,6366818,24766,440.260384009219,1.34633417501285
2022,"Colombia",1160992,11653,6299595,141519,2253.78448158717,22.6214741909809
2022,"Comoros",1935,3,8450,161,213.340683572216,0.330760749724366
2022,"Congo",3498,17,24775,386,2109.83544050468,16.7311242296949
2022,"Cook Islands",6265,1,6265,1,2109.83544050468,16.7311242296949
2022,"Costa Rica",517756,1502,1088716,8856,9991.43187958317,28.984947896565
2022,"Croatia",502301,4180,1211979,16673,12955.9195254062,107.815321124581
2022,"Cuba",144893,208,1110464,8530,1281.55846453211,1.83973111622148
2022,"Curaçao",25078,99,45277,286,2109.83544050468,16.7311242296949
2022,"Cyprus",414499,522,576278,1168,33891.9869174162,42.681929681112
2022,"Czechia",1558352,4509,4038511,40805,2109.83544050468,16.7311242296949
2022,"Democratic People's Republic of Korea",0,0,0,0,2109.83544050468,16.7311242296949
2022,"Democratic Republic of the Congo",13360,175,92633,1400,2109.83544050468,16.7311242296949
2022,"Denmark",2464150,3647,3271458,6912,41928.7051216607,62.0554704781351
2022,"Djibouti",2058,0,15690,189,202.55905511811,0
2022,"Dominica",8038,21,14852,68,11163.8888888889,29.1666666666667
2022,"Dominican Republic",221232,138,638500,4384,2001.01302460203,1.24819102749638
2022,"Ecuador",449311,2163,995111,35832,2480.59956937007,11.9416993319715
2022,"Egypt",130580,3067,515308,24794,2109.83544050468,16.7311242296949
2022,"El Salvador",69077,398,190818,4221,1054.6106870229,6.0763358778626
2022,"Equatorial Guinea",3143,8,16853,183,209.953239812959,0.53440213760855
2022,"Eritrea",2172,28,10154,103,2109.83544050468,16.7311242296949
2022,"Estonia",356077,719,597838,2651,26894.0332326284,54.3051359516616
2022,"Eswatini",7529,123,73361,1422,635.35864978903,10.379746835443
2022,"Ethiopia",77724,645,493167,7571,64.3341362270617,0.533882943060763
2022,"Falkland Islands (Malvinas)",1804,0,1886,0,2109.83544050468,16.7311242296949
2022,"Faroe Islands",28889,14,34658,28,58957.1428571429,28.5714285714286
2022,"Fiji",14821,180,68153,878,1630.47304730473,19.8019801980198
2022,"Finland",987606,3848,1258798,5577,17804.3266630611,69.370831079863
2022,"France",23984040,29489,33466622,150451,35449.9822632139,43.5866737613811
2022,"French Guiana",45187,69,93586,408,2109.83544050468,16.7311242296949
2022,"French Polynesia",30014,13,76439,649,10568.3098591549,4.57746478873239
2022,"Gabon",6837,18,48635,306,293.181818181818,0.771869639794168
2022,"Gambia",2141,28,12311,371,2109.83544050468,16.7311242296949
2022,"Georgia",800941,3089,1735682,16889,21670.4816017316,83.5768398268398
2022,"Germany",24929296,29231,32095854,147223,30034.9345188612,35.2176479801448
2022,"Ghana",22461,153,168580,1459,69.3347738848588,0.47229510726964
2022,"Gibraltar",11516,7,20049,107,33870.5882352941,20.5882352941176
2022,"Greece",3541732,11627,4712025,32335,33396.8128241396,109.63696369637
2022,"Greenland",9470,20,11971,21,2109.83544050468,16.7311242296949
2022,"Grenada",13216,36,19289,236,11695.5752212389,31.858407079646
2022,"Guadeloupe",136202,155,191997,986,2109.83544050468,16.7311242296949
2022,"Guam",32834,119,48186,389,19089.5348837209,69.1860465116279
2022,"Guatemala",470888,3349,1097563,19451,2702.83549535071,19.2228217196648
2022,"Guernsey",22849,38,30651,62,2109.83544050468,16.7311242296949
2022,"Guinea",5022,56,37470,447,36.2180874080485,0.403865570460118
2022,"Guinea-Bissau",2007,26,8491,175,97.2855065438682,1.26030053320407
2022,"Guyana",31736,227,70974,1278,3996.97732997481,28.5894206549118
2022,"Haiti",7212,68,33381,841,61.7465753424658,0.582191780821918
2022,"Holy See",0,0,26,0,2109.83544050468,16.7311242296949
2022,"Honduras",73901,538,453443,10972,723.03101457783,5.26367283044712
2022,"Hungary",779975,8005,2036390,47191,8058.42545717533,82.7048248786032
2022,"Iceland",177433,142,204268,179,47441.9786096257,37.9679144385027
2022,"India",9579781,46749,44418585,527829,681.043869327585,3.3234705310273
2022,"Indonesia",2086455,13427,6349175,157521,747.471653500994,4.81021727837785
2022,"Iran (Islamic Republic of)",1332930,12204,7525628,143776,2109.83544050468,16.7311242296949
2022,"Iraq",363119,1189,2456555,25343,861.18581762125,2.81987430333215
2022,"Ireland",882353,1715,1655338,7820,17437.8063241107,33.8932806324111
2022,"Isle of Man",22642,49,38008,116,26327.9069767442,56.9767441860465
2022,"Israel",3250060,3343,4632026,11603,34196.7592592593,35.1746632996633
2022,"Italy",15833428,38160,21814856,175407,26865.4608388761,64.7482014388489
2022,"Jamaica",56123,782,149714,3252,1880.1675041876,26.1976549413735
2022,"Japan",16899097,20860,18632422,39253,13507.9309380121,16.6739938451701
2022,"Jersey",39884,47,58890,136,2109.83544050468,16.7311242296949
2022,"Jordan",673935,1490,1735495,14110,6542.42306572177,14.464615085914
2022,"Kazakhstan",406126,814,1478163,19041,2113.80835892365,4.23671472440535
2022,"Kenya",45928,298,338165,5674,81.7006137152006,0.53010762252068
2022,"Kiribati",3430,13,3430,13,2788.61788617886,10.5691056910569
2022,"Kosovo[1]",109752,204,271151,3184,2109.83544050468,16.7311242296949
